Código de UP;Descripción corta;Descripción larga;Potencia máxima MW;Código EIC;Tipo de producción;Negocio;Zona de Regulación;Sujeto del Mercado;Tipo de UP
TCELVSI;TCELVSI;COMPAÑIA ENERGÉTICA DE LAS VILLAS, S.L.;24,9;18WTCELVSI-123-Y;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
TCEMO;TCEMO;CEMOSA T;4,8;18W000000000GMPD;Gas Natural Cogeneración;Venta;SZR;GEMSL;Generación
TCEPMSI;TCEPMSI;COMPAÑIA ENERGÉTICA PATA DE MULO, S.L.;17,2;18WTCEPMSI-123-1;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
TCEPUSI;TCEPUSI;COMPAÑIA ENERGÉTICA PUENTE DEL OBISPO, S.L.;24,9;18WTCEPUSI-123-3;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
TCERMA;TCERMA;UP CERM MAYOR DE 5MW;9,9;18WTCERMA-1234-C;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TCETA;TCETA;UP CETA;65,7;18W000000000UBBI;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TCHAPEL;TCHAPEL;UP COG CHAPELA;2,9;18W000000000OIRQ;Derivados del petróleo ó carbón;Venta;SZR;NEXU;Generación
TCHPAGR;TCHPAGR;TCHPAGR;1,0;18W000000000NP3K;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TCIBCUR;TCIBCUR;COGENERACION MECANISMO AJUSTE;0,0;18W000000000P9GY;Gas Natural Cogeneración;Venta;SZR;IBCUR;Generación
TCOALSA;TCOALSA;18W000000000N3R1;7,2;18W000000000N3R1;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TCOBUR;TCOBUR;COGENERADORA BURGALESA ( T );4,9;18WTCOBUR-1234-2;Gas Natural Cogeneración;Venta;SZR;COBUR;Generación
TCOGNA;TCOGNA;18WTCOGNA-1234-3;24,0;18WTCOGNA-1234-3;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TCOLSEM;TCOLASEM;UP TERMICA COLASEM;5,0;18WTCOLSEM-123-Z;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TCONOR;TCONOR;18WTCONOR-1234-A;23,9;18WTCONOR-1234-A;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TCOOSU2;TCOOSU2;TCOOSUR2_AE;20,7;18W00000000001YB;Derivados del petróleo ó carbón;Venta;SZR;DETIC;Generación
TCOOSUR;TCOOSUR;COOSUR - TARIFA >10MW;21,0;18WTCOOSUR-123-R;Derivados del petróleo ó carbón;Venta;SZR;DETIC;Generación
TCOPAQ;TCOPAQ;18WTCOPAQ-1234-D;3,6;18WTCOPAQ-1234-D;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TCORCOG;TCORCOG;UP TERMICA CORA;5,4;18WTCORCOG-123-7;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TCOREY;TCOREY;18WTCOREY-1234-4;3,8;18WTCOREY-1234-4;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TCOVAP;TCOVAP;HIBRIDACIN COG -FV COVAP;9,0;18WTCOVAP-1234-Z;Híbrida renovable-térmica no renovable;Venta;SZR;EGLE;Unidades hibridas
TCRNOR;TCRNOR;18WTCRNOR-1234-E;19,7;18WTCRNOR-1234-E;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TCRUCES;TCRUCES;COG GAS NATURAL H CRUCES;3,4;18W000000000R3CF;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TCTAULE;TCTAULE;TCTAULE;9,9;18WTCTAULE-123-Z;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TCUALIN;TCUALIN;CUALIN GN AE 1MW;7,8;18WTCUALIN-123-T;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TCUTOLE;TCUTOLE;TCUTOLE_MAJ;0,8;18W000000000OTDL;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TDEDRE;TDEDRE;18WTDEDRE-1234-Q;9,9;18WTDEDRE-1234-Q;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TDEEXXI;DOWCHEM;UP DOW CHEMICAL;14,5;18WTDEEXXI-123-Y;Derivados del petróleo ó carbón;Venta;SZR;EEXXI;Generación
TDERMO;TDERMO;18WTDERMO-123--E;3,6;18WTDERMO-123--E;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TDIBCUR;TDIBCUR;TDIBCUR;0,0;18W000000000PA6E;Gas Natural Cogeneración;Venta;SZR;IBCUR;Generación
TDNEXU;TDNEXU;UP COGENERACION GLP;9,2;18WTDNEXU-1234-V;Derivados del petróleo ó carbón;Venta;SZR;NEXU;Generación
TDONOST;TDONOST;HOSPITAL DE DONOSTIA;4,8;18W000000000RC8X;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TEBLLRB;TEBLLRB;UNIDAD DE PROGRMACIÓN DE EMSSA;7,7;18WTEBLLRB-123-5;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TECKER;TECKER;18WECKER-SA----T;4,8;18WECKER-SA----T;Gas Natural Cogeneración;Venta;SZR;PECKE;Generación
TECLAS;TECLAS;FVTECLAS;4,9;18W000000000SJWY;Solar fotovoltaica;Venta;SZR;ELEIA;Generación
TECONAV;TECONAV;UP NEOEL ECOENERGA NAVARRA;15,0;18W000000000RA2E;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TEDARUB;TEDARUB;UP TERMICA EDAR RUBI;6,1;18WTEDARUB-123-F;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TEES;TERA-ESLA;UGH. TERA-ESLA;113,7;18WTEES-12345-0Y;Hidráulica UGH;Venta;END ;ENDG;Generación
TEGASN;TEGASN;TEGASN;15,2;18W00000000014U6;Gas Natural Cogeneración;Venta;SZR;GNCO;Generación
TEGBREN;TEGBREN;UP COGENERACION EGABRENSE;13,0;18W000000000P2N4;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TEITOL;TEITOL;COG. LA PUEBLA ALMORADIEL 10 MW;10,0;18WTEITOL-1234-3;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TELPOZO;TELPOZO;TELPOZO;17,2;18W000000000NOU6;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TEMASA;TEMASA;EMPRESA MUNICIPAL DE AGUAS DE MÁLAGA ( T );10,0;18WTEMASA-1234-G;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TENCRI;TENCRI;18WTENCRI-1234-4;19,6;18WTENCRI-1234-4;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TENDC01;TENDC01;TENDC01;1,0;18W0000000005704;Comercializadores mercado libre;Compra;SZR;TENDE;Comercializadores
TENERCO;TENERCO;ENERCORR T;14,9;18W000000000IJ2N;Gas Natural Cogeneración;Venta;SZR;GEMSL;Generación
TEOTC01;TORNA;TORNAENER;0,0;18W000000000RS7O;Comercializadores mercado libre;Compra;SZR;TORNA;Comercializadores
TEPCSA;TEPCSA;18WTEPCSA-1234-0;5,0;18WTEPCSA-1234-0;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TERE;TER;UGH. TER;150,8;18WTERE-12345-0V;Hidráulica UGH;Venta;END ;ENDG;Generación
TERMLNO;TERMLLANO;TERMOLLANO;48,0;18W000000000QV2T;Solar térmica;Venta;SZR;GESTE;Generación
TERMOAR;FV MAZ TMA;FV MAZARRN TERMOARCILLA;2,3;18W000000000T7XR;Solar fotovoltaica;Venta;SZR;LMER;Generación
TERSC01;TERSACOMER;TERSA COMPRA PEN;0,1;18W00000000058NT;Comercializadores mercado libre;Compra;SZR;TERSA;Comercializadores
TESJOAN;TESJOAN;TERM_6045KW;6,0;18W000000000OP1K;Gas Natural Cogeneración;Venta;SZR;EBLCO;Generación
TESNELA;TESNELA;UP COG ESNELAT;12,0;18W000000000P2P0;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TESTEL;TESTEL;CARNES ESTELLES (T);1,5;18WTESTEL-123-1V;Gas Natural Cogeneración;Venta;SZR;ESTEL;Generación
TETFEN;EOL 20MW;EOL MAYOR 1 MW;22,5;18W000000000UJ72;Eólica terrestre;Venta;SZR;FEN;Generación
TEUROAT;TEUROAT;EUROATOMIZADOS;9,9;18WTEUROAT-123-F;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TEV2C01;TEVI2;TVITEC SIN IE;2,7;18W000000000NEHP;Consumos directos en mercado;Compra;SZR;TEVI;Consum. directos a mercado
TEVIC01;TVITEC;TVITEC SYSTEM GLASS;14,3;18W0000000003LSP;Consumos directos en mercado;Compra;SZR;TEVI;Consum. directos a mercado
TEXZR01;TEXOR SRAD;TEXOR SRAD;1,5;18W000000000TPH5;Consumos directos en mercado;Compra;SZR;TEXOR;Consum. directos a mercado
TFARMHI;TFARMHI;FARMINDUSTRIA;3,3;18WTFARMHI-123-3;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
TFASESA;TFASESA;TFASESA;13,5;18W0000000009T3R;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TFEGED;UPTARIFA;UP TARIFA;4,6;18WTFEGED-1234-N;Gas Natural Cogeneración;Venta;SZR;EGED;Generación
TFEIRA;TFEIRA;FEIRACO GN AE 1MW;7,3;18WTFEIRA--12--K;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TFENAMU;TFENAMU;TFENAMU;14,9;18W000000000HACY;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TFERRE;TFERRE;COG FERRE;1,9;18W000000000S66E;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TFERT1;TFERT1;FERTIBERIA - TERMICA;9,4;18WTFERT1-1234-M;Energía residual;Venta;SZR;EGLE;Generación
TFGASN;TFGASN;GNSDG TERMICA TARIFA MAS 10 MW;45,8;18WTFGASN-1234-3;Gas Natural Cogeneración;Venta;SZR;GNCO;Generación
TFGEGS1;TFGEGS1;TFGEGS1;37,0;18WTFGEGS1-123-4;Gas Natural Cogeneración;Venta;SZR;SEDAE;Generación
TFGEMAS;TFGEMAS;TFGEMAS;27,0;18W0000000002DUC;Gas Natural Cogeneración;Venta;SZR;SEDAE;Generación
TFIBGES;TFIBGES;TFIBGES;132,3;18WTFIBGES-123-9;Gas Natural Cogeneración;Venta;SZR;IBGES;Generación
TFIBR;TFIBR;NEXUS ENERGÍA;17,0;18WTFIBR-12345-T;Derivados del petróleo ó carbón;Venta;SZR;FIBR;Generación
TFINPEL;TFINPEL;TFINPEL;2,4;18W000000000HXV1;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TFINS2;TFINS2;18WTFINS2-1234-J;15,7;18WTFINS2-1234-J;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TFINSA;TFINSA;FINSA GN 1MW;24,9;18WTFINSA-1234-T;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TFLUBRB;TFLUBRB;TFLUBRB;39,2;18WTFLUBRB-123-V;Gas Natural Cogeneración;Venta;SZR;SEDAE;Generación
TFNEXU;TFNEXU;UP TERMICA MAYOR 1MW;5,1;18WTFNEXU-1234-7;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TFONZ;TFONZ;PURINES EN FONZ;7,4;18W000000000UDCA;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TFOREST;TFOREST;FOREST ( NO RENOVABLE,TARIFA,NO EXENTO );24,8;18WTFOREST-123-F;Derivados del petróleo ó carbón;Venta;SZR;DETIC;Generación
TFREPP;FREPP;COGS PETRONROR A TARIFA;43,3;18WTFREPP-1234-1;Gas Natural Cogeneración;Venta;SZR;REPP;Generación
TFREPP2;PETRONOR6;PETRONOR6;37,9;18W000000000NMMS;Gas Natural Cogeneración;Venta;SZR;REPP;Generación
TFRIGN;TFRIGN;18WTFRIGN-1234-L;13,1;18WTFRIGN-1234-L;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TFSAMP;TARMAS10MW;TARIFA MAS DE 10MW;33,0;18WTFSAMP-1234-K;Gas Natural Cogeneración;Venta;SZR;SAMP;Generación
TFSEDAE;TFSEDAE;UP TERMICA A TARIFA MAYOR 10MW;49,9;18WTFSEDAE-123-Q;Gas Natural Cogeneración;Venta;SZR;SEDAE;Generación
TFUDEP;TFUDEP;18WTFUDEP-1234-3;15,0;18WTFUDEP-1234-3;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TGALES;TGALES;GALESA GN AE 1MW;2,1;18WTGALES-1234-X;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TGARFER;TGARFER;UP TERMICA GARFER;3,6;18W000000000OF9Y;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TGBSC01;TGBSC01;TGB SA;0,6;18W0000000007IAH;Consumos directos en mercado;Compra;SZR;TGBSA;Consum. directos a mercado
TGCOOSU;TGCOOSU;TERMICA GN-COG;13,7;18WTGCOOSU-123-V;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TGEC;TGEC;18WTGEC-123456-3;9,8;18WTGEC-123456-3;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TGECAS;TGECAS;GECASA - AÑARBE GN AE 1MW;4,2;18W000000000034S;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TGEMOT;TGEMOT;18WTGEMOT-1234-T;13,3;18WTGEMOT-1234-T;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TGIRCO;TGIRCO;GIROA COGENERACION;4,2;18W00000000001OV;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TGIRSA;TGIRSA;GIROA SA;4,0;18W00000000001PT;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TGRESP;TGRESP;GRESPANIA;4,9;18W000000000JLZL;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TGRIFOL;GRIFOLS;GRIFOLS;6,0;18WTGRIFOL-123-S;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TGST148;TGST148;TGST148;49,9;18W000000000RWMJ;Solar térmica;Venta;SZR;GESTE;Generación
TGST149;TGST149;TGST149;49,9;18W000000000RWPD;Solar térmica;Venta;SZR;GESTE;Generación
TGST188;TGST188;TGST188;50,0;18W000000000T89Z;Solar térmica;Venta;SZR;GESTE;Generación
TGST229;TGST229;TGST229;49,9;18W000000000TOSN;Solar térmica;Venta;SZR;GESTE;Generación
TGYEC01;TGYE;TOTAL GAS Y ELECTRICIDAD ESPAÑA;1,0;18W00000000056HA;Comercializadores mercado libre;Compra;SZR;TGYE;Comercializadores
TGYER01;TGYE SRAD;TGYE SRAD;15,0;18W000000000S3D9;Comercializadores mercado libre;Compra;SZR;TGYE;Comercializadores
THARIM;THARIM;UP HARIMASA;1,0;18WTHARIM-1234-A;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
THCTUDE;THCTUDE;COGENERACION TUDELA;10,0;18WTHCTUDE-12--B;Gas Natural Cogeneración;Venta;SZR;HC G;Generación
THELC01;THELC01;UP THE ELECTRICTY;0,1;18W000000000QZNC;Comercializadores mercado libre;Compra;SZR;THELE;Comercializadores
THERC01;THERMOLYMP;THERMOLYMPIC S.L;0,7;18WTHERC01-123-L;Consumos directos en mercado;Compra;SZR;THER;Consum. directos a mercado
THUNOS;THUNOS;HUNOSA - TARIFA TERMICA>10;50,0;18WTHUNOS-1234-O;Subproductos minería;Venta;SZR;HUNOS;Generación
TICO;TICO;TICO;175,0;18W000000000RCL7;Eólica terrestre;Venta;END ;ECYR;Generación
TIGALC;ALCARRASIE;VENTA DDP ALCARRAS;14,6;18WTIGALC-1234-7;Gas Natural Cogeneración;Venta;SZR;FUTGR;Generación
TIGALT;ALTORRICON;DDP ALTORRICON;14,6;18W000000000BYUO;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TIGCOR;CORCOIE;VENTA DDP CORCO;14,6;18WTIGCOR-1234-P;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TIGERE;ERESMA;VENTA DDP ERESMA;14,6;18WTIGERE-1234-8;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TIGTUR;TUREGANO;DDP TURGANO;14,6;18W000000000AY62;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TIGVOL;VOLTREGA;VENTA DDP VOLTREGA;14,6;18WTIGVOL-1234-V;Gas Natural Cogeneración;Venta;SZR;FUTGR;Generación
TINDIP;TINDIP;18WTINDIP-1234-8;2,0;18WTINDIP-1234-8;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TINGARO;INGAROIL;INGAROIL;15,6;18WTINGARO-123-V;Residuos varios;Venta;SZR;INGAR;Generación
TINMAL;TINMAL;18WTINMAL-1234-M;13,2;18WTINMAL-1234-M;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TINROKO;TINROKO;UP INDUSTRIAS ROKO;3,5;18W000000000THZU;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TIRCC01;TIRVIA;SOCIETAT MUNICIPAL DE COMERCIALITZACIO ELECTRICA DE TIRVIA SL.U.;0,3;18W00000000056YD;Comercializadores mercado libre;Compra;SZR;COTIR;Comercializadores
TJEB;TAJOENC B;C.H.B. TAJO ENCANTADA BOMBEO;420,0;18WTJEB-12345-0X;Consumo bombeo;Compra;SZR;ENDG;Consumo bombeo
TJEG;TAJOENC G;C.H. TAJO ENCANTADA GENERACION;376,7;18WTJEG-12345-0K;Turbinación bombeo;Venta;END ;ENDG;Generación
TKERAB;TKERAB;TERMICA KERABEN;9,6;18WTKERAB-123-1R;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TLARODA;TLARODA;COMPAÑIA ENERGETICA LA RODA, S.L.;8,2;18WTLARODA-123-1;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
TLATINF;UP LATIN;UP LATINFOODS;6,4;18W000000000T0FA;Derivados del petróleo ó carbón;Venta;SZR;GEMSL;Generación
TLCMC01;TEL COMER1;TELECOR COMERCIALIZADORA 01;1,0;18W000000000JTMN;Comercializadores mercado libre;Compra;SZR;TLCOR;Comercializadores
TLCRC01;TLCOR;TLCOR;16.675,6;18W000000000J7YS;Consumos directos en mercado;Compra;SZR;TLCOR;Consum. directos a mercado
TLEITZA;TLEITZA;UP TERMICA SARRIOPAPEL;7,2;18WTLEITZA-123-B;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TLLERPR;TLLERPR;UNIDAD PROGRAMACION LLERPROTEIN;7,7;18WTLLERPR-123-R;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TMARDG;TMARDG;18WTMARDG-1234-6;3,1;18WTMARDG-1234-6;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TMARE;TMARE;MARE -TARIFA>10MW;12,0;18WTMARE-12345-R;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TMARIG;TMARIG;18WTMARIG-1234-Z;5,4;18WTMARIG-1234-Z;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TMARTIA;TMARTIA;UP COG MARTIARTU;3,3;18WTMARTIA-123-F;Gas Natural Cogeneración;Venta;SZR;GNRA;Generación
TMBPE;TMBPE;UP COG PREMB;3,4;18WTMBPE-1234--H;Gas Natural Cogeneración;Venta;SZR;NEXU;Generación
TMEH;TMEH;COG MUSEO EVOL HUMANA;2,3;18W000000000JE3W;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TMGAL;TMGAL;TMGAL;38,7;18W000000000NBIW;Solar fotovoltaica;Venta;SZR;GNRA;Generación
TMILAG;TMILAG;UP ENERGYWORKS MILAGROS;7,4;18W000000000UDE6;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TMILLAN;TMILLAN;UP ENERGYWORKS SAN MILLAN;7,4;18W000000000UDG2;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TMIRALP;MIRALCAMP;MIRALCAMP ARGAL;2,0;18WTMIRALP-123-6;Gas Natural Cogeneración;Venta;SZR;LMER;Generación
TMONZO;TMONZO;UP ENERGYWORKS MONZON;14,8;18W000000000UDIZ;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TMOVIAL;TMOVIAL;MOVIALSA GN AE 1MW;19,8;18WTMOVIAL-123-I;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TMOVIAS;TMOVIAS;MOVIALSA COGENERACIÓN;23,7;18WTMOVIAS-123-6;Derivados del petróleo ó carbón;Venta;SZR;CEG;Generación
TMOYGI;TMOYGI;MOYRESA GN AE 1MW;19,8;18WTMOYGI-123--D;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TNCA;NCA;NEWARK CATALANA;4,8;18WTNCA-123456-Z;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TNEORAN;TNEORAN;TNEORAN;14,9;18W000000000H2BN;Gas Natural Cogeneración;Venta;ALP ;HISPE;Generación
TNEOROD;TNEOROD;UP NEO SC LA RODA SA;9,7;18W000000000MFIO;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TNEOSC;TNEOSC;18WTNEOSC-1234-P;9,7;18WTNEOSC-1234-P;Gas Natural Cogeneración;Venta;SZR;NEOSC;Generación
TNESEP;TNESPE;UNIDAD DE PROGRAMACIÓN NESTLE LA PENILLA;5,5;18WTNESEP-1234-7;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TNESGI;TNESGI;UNIDAD DE PROGRAMACIÓN NESTLE GIRONA;1,3;18WTNESGI-123--N;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TNFUEDP;UP FDP;UP NOELECTRA FDP;16,4;18W000000000UNTK;Gas Natural Cogeneración;Venta;SZR;GEMSL;Generación
TNGRADO;UP TN GRAD;UP NEOLECTRA GRADO;24,0;18W000000000UNRO;Gas Natural Cogeneración;Venta;SZR;GEMSL;Generación
TNMORON;UP MORON;UP NEO MORON;10,8;18W000000000UNVG;Gas Natural Cogeneración;Venta;SZR;GEMSL;Generación
TNOEL;TNOEL;18WTNOEL-12345-2;8,9;18WTNOEL-12345-2;Gas Natural Cogeneración;Venta;SZR;NOEL;Generación
TNPCE;TNPCE;TARIFA >10 NPC;13,6;18WTNPCE-1234-1E;Gas Natural Cogeneración;Venta;SZR;WMARK;Generación
TNSA;NSA;ABELAN SAN ANDRES;6,7;18WTNSA-123456-7;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TNUCE;TNUCE;18WTNUCE-12345-J;3,9;18WTNUCE-12345-J;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TOECC01;TRISO;TRISOLARIS;1,0;18W000000000R1WI;Comercializadores mercado libre;Compra;SZR;TRISO;Comercializadores
TOFGE;TOFGE;TOFGE PINARES;1,9;18W0000000008QQV;Solar fotovoltaica;Venta;SZR;GNRA;Generación
TOLEPU;TOLEPU;18W00000000072QX;9,1;18W00000000072QX;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TOLEXTR;TOLEXTR;OLEXTRA T;16,6;18W000000000O2UV;Gas Natural Cogeneración;Venta;SZR;COGEN;Generación
TOMMC01;TOMMI;TOMMI ENERGY SL;1,0;18W000000000RW5G;Comercializadores mercado libre;Compra;SZR;TOMMY;Comercializadores
TOREC01;TOREC01;TOREC01;0,1;18W0000000001PEC;Comercializadores mercado libre;Compra;SZR;TOREN;Comercializadores
TOREMB;TOREMB;18W0000000000XMD;11,9;18W0000000000XMD;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TORIA;TORIA;18WTORIA-1234-1U;5,4;18WTORIA-1234-1U;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TORMC01;TORMESH;TORMEHS SOLUTIONS;1,0;18W000000000TJIL;Comercializadores mercado libre;Compra;SZR;TORME;Comercializadores
TORTE01;TORTE CU;TORTOSA ENERGÍA - C. CUALIFICADO;100,0;18WTORTE01-12-2L;Consumos directos en mercado;Compra;SZR;TORTE;Consum. directos a mercado
TOTGCP3;TOTGCP3;BORDER;1.400,0;18WTOTGCP3-12-43;Exportación Francia;Compra;SZR;TOTGA;Comercializador internacional
TOTGVP3;TOTGVP3;TOTGVP3;1.400,0;18WTOTGVP3-12-3J;Importación Francia;Venta;SZR;TOTGA;Comercializador internacional
TPAARA;TPAARA;18WTPAARA-123--3;13,9;18WTPAARA-123--3;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPALAC;TPALAC;18WTPALAC-1234-F;9,9;18WTPALAC-1234-F;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPAMEC;TPAMEC;18WTPAMEC-1234-6;9,1;18WTPAMEC-1234-6;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPANTA;TPANTA;PANTANET;5,0;18W000000000NNTB;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TPAPRI;TPAPRI;18W0000000009ZQ0;4,7;18W0000000009ZQ0;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPAPRI1;TPAPRI1;UP PAPRI CON MECANISMO;6,4;18W000000000NWQR;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPAYCA;TPAYCA;18WTPAYCA-1234-V;7,5;18WTPAYCA-1234-V;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPCOGE;TPCOGE;18W00000000064BO;31,3;18W00000000064BO;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPCOGEN;TPCOGEN;18WTPCOGEN-123-8;7,3;18WTPCOGEN-123-8;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPCOVI;TPCOVI;TERMICA PETR COG VILLARICOS;22,3;18WTPCOVI-1234-M;Derivados del petróleo ó carbón;Venta;SZR;EGLE;Generación
TPEEXXI;TPEEXXI;ENDESA CUR  ( TERMICA NO RENOVABLE, PRUEBAS);0,9;18WTPEEXXI-123-1;Gas Natural Cogeneración;Venta;SZR;EEXXI;Generación
TPEONUR;TPEONUR;E.ON CUR ( TERMICA NO RENOVABLE, PRUEBAS);0,0;18WTPEONUR-123-Q;Gas Natural Cogeneración;Venta;SZR;EONUR;Generación
TPERSAN;TPERSAN;TPERSAN;6,8;18W000000000JLWR;Gas Natural Cogeneración;Venta;SZR;DETIC;Generación
TPFEN;COGPOOL;COGENERACION POOL;0,0;18WTPFEN-12345-M;Derivados del petróleo ó carbón;Venta;SZR;FEN;Generación
TPGUIZ;TPGUIZ;18WTPGUIZ-1234-A;48,6;18WTPGUIZ-1234-A;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
TPHCCUR;TPHCCUR;HIDROCANTABRICO CUR ( TERMICA NO RENOVABLE, PRUEBAS);0,0;18WTPHCCUR-123-R;Gas Natural Cogeneración;Venta;SZR;HCCUR;Generación
TPIBCUR;TPIBCUR;IBERDROLA CUR  (  TERMICA NO RENOVABLE, PRUEBAS);2,5;18WTPIBCUR-123-Q;Derivados del petróleo ó carbón;Venta;SZR;IBCUR;Generación
TPIBGES;TPIBGES;COGENERACION PETROLEO;13,1;18W000000000PNPB;Derivados del petróleo ó carbón;Venta;SZR;IBGES;Generación
TPIERO;TPIERO;PIEROLA 1MW AE GASOLEO;4,4;18W00000000018WR;Derivados del petróleo ó carbón;Venta;SZR;CEG;Generación
TPLACG;TPLACG;TPLACG;8,3;18WTPLACG-123--6;Derivados del petróleo ó carbón;Venta;SZR;PLACG;Generación
TPLAST;TPLAST;UNIDAD DE PROGRMACIÓN PLASTIVERD;7,3;18WTPLAST-1234-2;Gas Natural Cogeneración;Venta;SZR;AME;Generación
TPODEBO;TPODEBO;PODEBO RDL 17_2022;0,5;18W000000000OIL1;Gas Natural Cogeneración;Venta;SZR;CEG;Generación
TPYC2;TPYC2;18WTPYC2-12345-M;8,8;18WTPYC2-12345-M;Gas Natural Cogeneración;Venta;SZR;EGLE;Generación
